geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
5459,-23.5582,-46.7023,Sao Paulo,SP
5438,-23.5463,-46.691,São Paulo,SP
5434,-23.5592,-46.6925,Sao Paulo,SP
5458,-23.5433,-46.7157,Sao Paulo,SP
5468,-23.5392,-46.7173,Sao Paulo,SP
5443,-23.5487,-46.6947,Sao Paulo,SP
5477,-23.5522,-46.7218,Sao Paulo,SP
5450,-23.5489,-46.7053,Sao Paulo,SP
5465,-23.5541,-46.7143,Sao Paulo,SP
5469,-23.5418,-46.719,São Paulo,SP
5441,-23.5489,-46.694,Sao Paulo,SP
5413,-23.56,-46.6794,Sao Paulo,SP
5432,-23.5516,-46.6933,São Paulo,SP
5412,-23.5624,-46.6763,São Paulo,SP
5467,-23.5442,-46.7168,Sao Paulo,SP
5455,-23.5369,-46.7131,Sao Paulo,SP
5445,-23.5507,-46.6998,São Paulo,SP
5408,-23.557,-46.6805,Sao Paulo,SP
5436,-23.5526,-46.6826,Sao Paulo,SP
5461,-23.544,-46.7228,Sao Paulo,SP
5402,-23.5708,-46.6906,São Paulo,SP
5451,-23.5434,-46.7049,Sao Paulo,SP
5421,-23.5662,-46.6912,Sao Paulo,SP
5425,-23.5738,-46.6977,Sao Paulo,SP
5404,-23.56,-46.6772,Sao Paulo,SP
5401,-23.5574,-46.6664,Sao Paulo,SP
5446,-23.5551,-46.7001,Sao Paulo,SP
5437,-23.5442,-46.6938,Sao Paulo,SP
5407,-23.5552,-46.6776,Sao Paulo,SP
5420,-23.5686,-46.688,Sao Paulo,SP
5439,-23.549,-46.6894,Sao Paulo,SP
5403,-23.5585,-46.6687,Sao Paulo,SP
5472,-23.5496,-46.718,Sao Paulo,SP
5426,-23.5666,-46.6949,Sao Paulo,SP
5454,-23.5441,-46.7103,Sao Paulo,SP
5471,-23.5382,-46.7253,Sao Paulo,SP
5453,-23.544,-46.7086,Sao Paulo,SP
5440,-23.5465,-46.6923,Sao Paulo,SP
5444,-23.5594,-46.6947,Sao Paulo,SP
5463,-23.556,-46.7094,Sao Paulo,SP
5460,-23.5481,-46.7137,Sao Paulo,SP
5447,-23.5474,-46.6981,Sao Paulo,SP
5400,-23.557,-46.676,São Paulo,SP
5464,-23.5496,-46.715,Sao Paulo,SP
5567,-23.5906,-46.7911,Sao Paulo,SP
5572,-23.5969,-46.7943,Sao Paulo,SP
5550,-23.5796,-46.7818,Sao Paulo,SP
5574,-23.5906,-46.8024,Sao Paulo,SP
5577,-23.5836,-46.778,Sao Paulo,SP
5549,-23.5978,-46.7695,Sao Paulo,SP
5531,-23.5796,-46.7209,Sao Paulo,SP
5564,-23.5877,-46.7638,Sao Paulo,SP
5542,-23.5868,-46.749,Sao Paulo,SP
5588,-23.5757,-46.7409,Sao Paulo,SP
5516,-23.5835,-46.7171,Sao Paulo,SP
5528,-23.5934,-46.7579,Sao Paulo,SP
5527,-23.5994,-46.7512,Sao Paulo,SP
5583,-23.5825,-46.7882,Sao Paulo,SP
5595,-23.5809,-46.7424,Sao Paulo,SP
5514,-23.5781,-46.7139,Sao Paulo,SP
5545,-23.585,-46.7681,Sao Paulo,SP
5520,-23.5969,-46.74,Sao Paulo,SP
5551,-23.5887,-46.7617,Sao Paulo,SP
5586,-23.5697,-46.7273,Sao Paulo,SP
5539,-23.579,-46.7299,São Paulo,SP
5508,-23.5575,-46.7197,Sao Paulo,SP
5544,-23.5936,-46.767,Sao Paulo,SP
5533,-23.5849,-46.7285,Sao Paulo,SP
5596,-23.5812,-46.7453,Sao Paulo,SP
5590,-23.5747,-46.7333,São Paulo,SP
5502,-23.5601,-46.7105,São Paulo,SP
5594,-23.5826,-46.7379,Sao Paulo,SP
5587,-23.5709,-46.7315,Sao Paulo,SP
5547,-23.5958,-46.7769,São Paulo,SP
5521,-23.5906,-46.7303,São Paulo,SP
5541,-23.5882,-46.7408,Sao Paulo,SP
5565,-23.5964,-46.7912,Sao Paulo,SP
5512,-23.576,-46.7075,Sao Paulo,SP
5571,-23.5927,-46.797,Sao Paulo,SP
5570,-23.6048,-46.8,São Paulo,SP
5580,-23.5736,-46.7176,Sao Paulo,SP
5529,-23.5936,-46.7517,São Paulo,SP
5592,-23.5783,-46.7375,Sao Paulo,SP
5518,-23.5854,-46.7268,Sao Paulo,SP
5591,-23.58,-46.7335,Sao Paulo,SP
5585,-23.5714,-46.7231,São Paulo,SP
5513,-23.5851,-46.7201,Sao Paulo,SP
5584,-23.5786,-46.7905,Sao Paulo,SP
5537,-23.5837,-46.7347,Sao Paulo,SP
5524,-23.5952,-46.7418,Sao Paulo,SP
5540,-23.574,-46.7209,Sao Paulo,SP
5576,-23.5873,-46.792,São Paulo,SP
5535,-23.5822,-46.7319,Sao Paulo,SP
5519,-23.591,-46.7318,Sao Paulo,SP
5523,-23.5928,-46.7398,Sao Paulo,SP
5509,-23.5622,-46.712,Sao Paulo,SP
5536,-23.59,-46.7379,Sao Paulo,SP
5530,-23.5771,-46.7199,Sao Paulo,SP
5582,-23.5713,-46.7203,Sao Paulo,SP
5522,-23.5915,-46.7362,Sao Paulo,SP
5543,-23.587,-46.754,Sao Paulo,SP
5581,-23.5732,-46.7247,Sao Paulo,SP
5579,-23.5702,-46.7127,Sao Paulo,SP
5507,-23.568,-46.7109,Sao Paulo,SP
5593,-23.5822,-46.7361,São Paulo,SP
5568,-23.5916,-46.7852,Sao Paulo,SP
5525,-23.6044,-46.7486,Sao Paulo,SP
5515,-23.5795,-46.714,São Paulo,SP
5566,-23.5895,-46.7941,Sao Paulo,SP
5546,-23.5855,-46.7686,Sao Paulo,SP
5517,-23.5845,-46.7227,Sao Paulo,SP
5511,-23.5775,-46.7084,São Paulo,SP
5560,-23.5895,-46.7802,Sao Paulo,SP
5526,-23.6013,-46.7459,Sao Paulo,SP
5510,-23.5708,-46.709,Sao Paulo,SP
5503,-23.5711,-46.709,São Paulo,SP
5569,-23.5996,-46.7916,Sao Paulo,SP
5578,-23.5753,-46.7117,Sao Paulo,SP
5501,-23.5706,-46.706,Sao Paulo,SP
5563,-23.6007,-46.7854,Sao Paulo,SP
5589,-23.5769,-46.7387,Sao Paulo,SP
5573,-23.5853,-46.7406,Sao Paulo,SP
5505,-23.5654,-46.7093,Sao Paulo,SP
5506,-23.5624,-46.7072,Sao Paulo,SP
5532,-23.578,-46.7248,Sao Paulo,SP
5534,-23.6018,-46.7509,Sao Paulo,SP
5538,-23.5885,-46.7379,Sao Paulo,SP
5692,-23.6205,-46.7049,Sao Paulo,SP
5641,-23.62,-46.7373,Sao Paulo,SP
5672,-23.5888,-46.697,Sao Paulo,SP
5618,-23.5906,-46.7238,Sao Paulo,SP
5617,-23.5902,-46.7198,Sao Paulo,SP
5630,-23.6128,-46.7393,Sao Paulo,SP
5628,-23.6021,-46.7336,Sao Paulo,SP
5657,-23.6164,-46.7138,Sao Paulo,SP
5639,-23.6095,-46.738,Sao Paulo,SP
5676,-23.5991,-46.6971,Sao Paulo,SP
5640,-23.6271,-46.7364,Sao Paulo,SP
5659,-23.6112,-46.7239,Sao Paulo,SP
5685,-23.6084,-46.705,Sao Paulo,SP
5625,-23.5911,-46.73,Sao Paulo,SP
5616,-23.5873,-46.7195,Sao Paulo,SP
5690,-23.6161,-46.7042,Sao Paulo,SP
5642,-23.6239,-46.735,São Paulo,SP
5688,-23.6067,-46.7093,Sao Paulo,SP
5633,-23.5996,-46.7405,São Paulo,SP
5634,-23.6083,-46.7354,Sao Paulo,SP
5614,-23.5978,-46.7104,Sao Paulo,SP
5655,-23.6081,-46.7187,Sao Paulo,SP
5683,-23.6061,-46.7083,Sao Paulo,SP
5662,-23.6106,-46.7262,São Paulo,SP
5615,-23.5873,-46.7169,Sao Paulo,SP
5603,-23.576,-46.7038,São Paulo,SP
5638,-23.6092,-46.738,Sao Paulo,SP
5687,-23.6089,-46.7088,Sao Paulo,SP
5609,-23.5815,-46.7085,Sao Paulo,SP
5606,-23.5801,-46.7059,São Paulo,SP
5679,-23.6043,-46.7032,Sao Paulo,SP
5665,-23.6201,-46.7217,Sao Paulo,SP
5619,-23.5924,-46.7271,Sao Paulo,SP
5661,-23.6055,-46.7271,São Paulo,SP
5632,-23.5998,-46.7353,Sao Paulo,SP
5621,-23.5996,-46.7235,Sao Paulo,SP
5663,-23.6148,-46.725,Sao Paulo,SP
5613,-23.5927,-46.7116,Sao Paulo,SP
5693,-23.6202,-46.7028,Sao Paulo,SP
5670,-23.5864,-46.6953,Sao Paulo,SP
5658,-23.6041,-46.7218,Sao Paulo,SP
5674,-23.5909,-46.6997,São Paulo,SP
5691,-23.6164,-46.7078,Sao Paulo,SP
5622,-23.6046,-46.7261,São Paulo,SP
5686,-23.6176,-46.7026,Sao Paulo,SP
5664,-23.6181,-46.7218,Sao Paulo,SP
5660,-23.6195,-46.7268,Sao Paulo,SP
5684,-23.6061,-46.7043,Sao Paulo,SP
5675,-23.5984,-46.702,São Paulo,SP
5635,-23.6025,-46.7349,Sao Paulo,SP
5624,-23.5946,-46.7278,São Paulo,SP
5612,-23.593,-46.7086,Sao Paulo,SP
5627,-23.5947,-46.7324,Sao Paulo,SP
5678,-23.5975,-46.7048,Sao Paulo,SP
5626,-23.5946,-46.7354,Sao Paulo,SP
5623,-23.5964,-46.7256,São Paulo,SP
5629,-23.6032,-46.7306,São Paulo,SP
5653,-23.6012,-46.7167,Sao Paulo,SP
5652,-23.5993,-46.717,Sao Paulo,SP
5654,-23.6059,-46.7158,São Paulo,SP
5656,-23.6117,-46.7184,Sao Paulo,SP
5605,-23.5918,-46.7051,Sao Paulo,SP
5610,-23.5868,-46.7068,Sao Paulo,SP
5673,-23.5886,-46.6983,Sao Paulo,SP
5651,-23.5957,-46.7194,Sao Paulo,SP
5611,-23.5855,-46.7132,Sao Paulo,SP
5608,-23.58,-46.705,Sao Paulo,SP
5602,-23.577,-46.7047,Sao Paulo,SP
5671,-23.5872,-46.6952,São Paulo,SP
5601,-23.5778,-46.7028,Sao Paulo,SP
5620,-23.5934,-46.7234,Sao Paulo,SP
5650,-23.5328,-46.7052,Sao Paulo,SP
5604,-23.5866,-46.6987,Sao Paulo,SP
5782,-23.6528,-46.7683,Sao Paulo,SP
5783,-23.6447,-46.7678,Sao Paulo,SP
5761,-23.6346,-46.7687,Sao Paulo,SP
5778,-23.6405,-46.7522,Sao Paulo,SP
5741,-23.6118,-46.7471,Sao Paulo,SP
5756,-23.6224,-46.7562,Sao Paulo,SP
5726,-23.6248,-46.7404,Sao Paulo,SP
5735,-23.6263,-46.7514,Sao Paulo,SP
5794,-23.6418,-46.7689,Sao Paulo,SP
5724,-23.6307,-46.7365,Sao Paulo,SP
5758,-23.6303,-46.7634,Sao Paulo,SP
5765,-23.6303,-46.755,Sao Paulo,SP
5785,-23.6218,-46.7642,São Paulo,SP
5734,-23.6262,-46.7469,Sao Paulo,SP
5705,-23.6255,-46.7215,Sao Paulo,SP
5777,-23.6485,-46.7582,Sao Paulo,SP
5717,-23.6356,-46.7333,Sao Paulo,SP
5759,-23.6299,-46.7682,São Paulo,SP
5728,-23.6328,-46.7392,Sao Paulo,SP
5715,-23.6289,-46.732,Sao Paulo,SP
5767,-23.6313,-46.7595,Sao Paulo,SP
5736,-23.6346,-46.7454,Sao Paulo,SP
5763,-23.642,-46.7604,Sao Paulo,SP
5773,-23.6323,-46.7527,Sao Paulo,SP
5750,-23.6157,-46.7467,Sao Paulo,SP
5796,-23.6501,-46.778,Sao Paulo,SP
5792,-23.6401,-46.7784,Sao Paulo,SP
5757,-23.6225,-46.7607,Sao Paulo,SP
5793,-23.6393,-46.7761,Sao Paulo,SP
5709,-23.619,-46.7408,São Paulo,SP
5787,-23.6173,-46.7577,Sao Paulo,SP
5752,-23.6187,-46.7508,São Paulo,SP
5707,-23.6436,-46.7321,Sao Paulo,SP
5790,-23.6393,-46.7828,Sao Paulo,SP
5754,-23.6194,-46.7542,Sao Paulo,SP
5711,-23.6115,-46.744,Sao Paulo,SP
5704,-23.6288,-46.7192,Sao Paulo,SP
5716,-23.6323,-46.7337,Sao Paulo,SP
5729,-23.6333,-46.7378,Sao Paulo,SP
5784,-23.619,-46.7614,Sao Paulo,SP
5791,-23.6498,-46.7824,Sao Paulo,SP
5797,-23.657,-46.7749,Sao Paulo,SP
5749,-23.6211,-46.7459,Sao Paulo,SP
5781,-23.6531,-46.7603,Sao Paulo,SP
5776,-23.6351,-46.7487,Sao Paulo,SP
5713,-23.6251,-46.7284,Sao Paulo,SP
5712,-23.6212,-46.7309,Sao Paulo,SP
5743,-23.6127,-46.7563,Sao Paulo,SP
5727,-23.6256,-46.7391,Sao Paulo,SP
5788,-23.634,-46.7771,Sao Paulo,SP
5775,-23.6354,-46.7561,Sao Paulo,SP
5774,-23.631,-46.7505,Sao Paulo,SP
5780,-23.6479,-46.7502,Sao Paulo,SP
5760,-23.6328,-46.7665,Sao Paulo,SP
5795,-23.6471,-46.7784,Sao Paulo,SP
5706,-23.6335,-46.7243,Sao Paulo,SP
5730,-23.634,-46.7411,Sao Paulo,SP
5798,-23.6594,-46.7696,Sao Paulo,SP
5789,-23.6567,-46.7764,Sao Paulo,SP
5725,-23.6247,-46.7348,Sao Paulo,SP
5723,-23.6412,-46.7312,Sao Paulo,SP
5772,-23.6377,-46.7582,Sao Paulo,SP
5762,-23.6421,-46.7645,Sao Paulo,SP
5731,-23.6393,-46.7414,Sao Paulo,SP
5786,-23.6365,-46.7732,Sao Paulo,SP
5742,-23.6116,-46.7494,Sao Paulo,SP
5766,-23.6307,-46.7545,Sao Paulo,SP
5770,-23.6485,-46.759,Sao Paulo,SP
5755,-23.6189,-46.7573,Sao Paulo,SP
5718,-23.6342,-46.7351,Sao Paulo,SP
5745,-23.6148,-46.7522,Sao Paulo,SP
5710,-23.6082,-46.7456,Sao Paulo,SP
5857,-23.6566,-46.7793,Sao Paulo,SP
5820,-23.6679,-46.7422,Sao Paulo,SP
5821,-23.6664,-46.7533,São Paulo,SP
5893,-23.6582,-46.7902,Sao Paulo,SP
5819,-23.6643,-46.7364,Sao Paulo,SP
5878,-23.6904,-46.7872,Sao Paulo,SP
5801,-23.6464,-46.734,Sao Paulo,SP
5815,-23.6604,-46.7352,Sao Paulo,SP
5882,-23.6831,-46.787,Sao Paulo,SP
5847,-23.6531,-46.746,Sao Paulo,SP
5835,-23.6531,-46.7592,Sao Paulo,SP
5851,-23.664,-46.7547,São Paulo,SP
5833,-23.6709,-46.7604,Sao Paulo,SP
5883,-23.6776,-46.7784,Sao Paulo,SP
5813,-23.6563,-46.7304,Sao Paulo,SP
5874,-23.6989,-46.7819,Sao Paulo,SP
5842,-23.6493,-46.7419,Sao Paulo,SP
5877,-23.689,-46.7921,Sao Paulo,SP
5818,-23.6653,-46.7299,Sao Paulo,SP
5805,-23.6514,-46.7337,Sao Paulo,SP
5876,-23.6994,-46.7916,Sao Paulo,SP
5885,-23.6801,-46.7883,São Paulo,SP
5872,-23.6883,-46.7758,Sao Paulo,SP
5886,-23.679,-46.7919,Sao Paulo,SP
5854,-23.6614,-46.7601,Sao Paulo,SP
5884,-23.6729,-46.7767,Sao Paulo,SP
5843,-23.6505,-46.7362,São Paulo,SP
5856,-23.653,-46.7821,Sao Paulo,SP
5863,-23.676,-46.7657,Sao Paulo,SP
5858,-23.6668,-46.7834,Sao Paulo,SP
5845,-23.6541,-46.7434,São Paulo,SP
5849,-23.6511,-46.7552,Sao Paulo,SP
5814,-23.6603,-46.7317,Sao Paulo,SP
5879,-23.6864,-46.7939,Sao Paulo,SP
5822,-23.664,-46.7525,Sao Paulo,SP
5816,-23.6652,-46.7393,Sao Paulo,SP
5832,-23.6756,-46.7505,Sao Paulo,SP
5853,-23.6614,-46.7517,Sao Paulo,SP
5894,-23.6517,-46.7874,Sao Paulo,SP
5836,-23.6485,-46.7353,Sao Paulo,SP
5873,-23.6892,-46.777,São Paulo,SP
5870,-23.6783,-46.7742,São Paulo,SP
5830,-23.6675,-46.7461,Sao Paulo,SP
5881,-23.6842,-46.7809,Sao Paulo,SP
5841,-23.6481,-46.742,Sao Paulo,SP
5866,-23.678,-46.7674,São Paulo,SP
5852,-23.6687,-46.7573,Sao Paulo,SP
5846,-23.6593,-46.745,Sao Paulo,SP
5860,-23.6646,-46.7675,São Paulo,SP
5890,-23.6673,-46.7875,São Paulo,SP
5892,-23.6613,-46.7851,São Paulo,SP
5844,-23.6542,-46.7368,Sao Paulo,SP
5812,-23.6571,-46.7331,São Paulo,SP
5855,-23.6619,-46.7638,Sao Paulo,SP
5868,-23.6606,-46.7754,Sao Paulo,SP
5848,-23.6569,-46.7578,Sao Paulo,SP
5880,-23.6872,-46.7904,Sao Paulo,SP
5862,-23.6661,-46.7646,Sao Paulo,SP
5859,-23.6671,-46.7694,São Paulo,SP
5887,-23.6791,-46.7996,Sao Paulo,SP
5871,-23.6836,-46.7707,Sao Paulo,SP
5889,-23.668,-46.7878,Sao Paulo,SP
5875,-23.6962,-46.7866,São Paulo,SP
5869,-23.6752,-46.7722,Sao Paulo,SP
5850,-23.6558,-46.754,Sao Paulo,SP
5834,-23.6695,-46.755,Sao Paulo,SP
5861,-23.6728,-46.7598,Sao Paulo,SP
5823,-23.6646,-46.7502,Sao Paulo,SP
5891,-23.6633,-46.789,São Paulo,SP
5831,-23.6721,-46.7466,Sao Paulo,SP
5840,-23.6465,-46.7398,Sao Paulo,SP
5864,-23.6756,-46.762,Sao Paulo,SP
5804,-23.6483,-46.7317,São Paulo,SP
5802,-23.6608,-46.7255,Sao Paulo,SP
5888,-23.6729,-46.795,Sao Paulo,SP
5867,-23.6726,-46.7695,Sao Paulo,SP
5895,-23.6523,-46.7858,Sao Paulo,SP
5828,-23.6685,-46.7417,Sao Paulo,SP
6036,-23.5595,-46.7759,Osasco,SP
6065,-23.553,-46.7888,Osasco,SP
6083,-23.5433,-46.7775,Osasco,SP
6033,-23.5623,-46.7779,Osasco,SP
6028,-23.5486,-46.7647,Osasco,SP
6045,-23.5697,-46.7943,Osasco,SP
6026,-23.5498,-46.7631,Osasco,SP
6050,-23.5611,-46.7851,Osasco,SP
6097,-23.5281,-46.7768,Osasco,SP
6040,-23.5702,-46.782,Osasco,SP
6016,-23.5337,-46.7803,Osasco,SP
6018,-23.54,-46.7777,Osasco,SP
6093,-23.5381,-46.7817,Osasco,SP
6090,-23.5301,-46.7872,Osasco,SP
6086,-23.5361,-46.7845,Osasco,SP
6013,-23.5301,-46.7772,Osasco,SP
6030,-23.562,-46.7655,Osasco,SP
6075,-23.5518,-46.7877,Osasco,SP
6053,-23.5674,-46.793,Osasco,SP
6020,-23.5354,-46.7609,Osasco,SP
6070,-23.551,-46.7843,Osasco,SP
6080,-23.5444,-46.7884,Osasco,SP
6060,-23.5525,-46.7801,Osasco,SP
6010,-23.5358,-46.7641,Osasco,SP
6056,-23.566,-46.785,Osasco,SP
6023,-23.5441,-46.7669,Osasco,SP
6038,-23.5634,-46.7768,Osasco,SP
6029,-23.5474,-46.7656,Osasco,SP
6037,-23.555,-46.7733,Osasco,SP
6160,-23.5627,-46.8094,Osasco,SP
6122,-23.5455,-46.7982,Osasco,SP
6170,-23.5459,-46.8049,Osasco,SP
6162,-23.5578,-46.8082,Osasco,SP
6144,-23.5695,-46.8037,Osasco,SP
6186,-23.5339,-46.8139,Osasco,SP
6150,-23.5817,-46.8149,Osasco,SP
6192,-23.5274,-46.7995,Osasco,SP
6184,-23.5411,-46.8065,Osasco,SP
6180,-23.5375,-46.8027,Osasco,SP
6149,-23.5857,-46.8145,Osasco,SP
6110,-23.5297,-46.7931,Osasco,SP
6126,-23.55,-46.7918,Osasco,SP
6130,-23.5577,-46.7992,Osasco,SP
6172,-23.542,-46.8134,Osasco,SP
6152,-23.5652,-46.808,Osasco,SP
6182,-23.5319,-46.8136,Osasco,SP
6140,-23.5815,-46.7989,Osasco,SP
6124,-23.5464,-46.8012,Osasco,SP
6114,-23.5324,-46.797,Osasco,SP
6132,-23.5625,-46.7983,Osasco,SP
6120,-23.5439,-46.791,Osasco,SP
6142,-23.5712,-46.7996,Osasco,SP
6190,-23.5307,-46.8017,Osasco,SP
6154,-23.5592,-46.8035,Osasco,SP
6194,-23.5252,-46.8031,Osasco,SP
6145,-23.5744,-46.8043,Osasco,SP
6147,-23.5759,-46.8084,Osasco,SP
6112,-23.5378,-46.7961,Osasco,SP
6187,-23.5452,-46.8137,Osasco,SP
6102,-23.5495,-46.813,Osasco,SP
6210,-23.5325,-46.765,Osasco,SP
6276,-23.4748,-46.7714,Osasco,SP
6236,-23.5069,-46.7859,Osasco,SP
6226,-23.509,-46.7775,Osasco,SP
6286,-23.5073,-46.7727,Osasco,SP
6216,-23.5257,-46.769,Osasco,SP
6298,-23.5099,-46.7621,Osasco,SP
6278,-23.481,-46.7861,Osasco,SP
6233,-23.5124,-46.7849,Osasco,SP
6230,-23.5137,-46.8049,Osasco,SP
6296,-23.5229,-46.7558,Osasco,SP
6266,-23.4896,-46.7925,Osasco,SP
6253,-23.5002,-46.7955,Osasco,SP
6223,-23.5141,-46.7768,Osasco,SP
6273,-23.4997,-46.7669,Osasco,SP
6263,-23.4935,-46.8046,Osasco,SP
6268,-23.5028,-46.7852,Osasco,SP
6213,-23.5324,-46.7677,Osasco,SP
6293,-23.5137,-46.7608,Osasco,SP
6220,-23.5166,-46.7831,Osasco,SP
6260,-23.4982,-46.7896,Osasco,SP
6280,-23.511,-46.7616,Osasco,SP
6283,-23.5169,-46.7702,Osasco,SP
6270,-23.4971,-46.7715,Osasco,SP
6250,-23.5031,-46.7942,Osasco,SP
6246,-23.4999,-46.8118,Osasco,SP
6288,-23.5042,-46.7675,Osasco,SP
6243,-23.5012,-46.7988,Osasco,SP
6290,-23.5187,-46.7741,Osasco,SP
6240,-23.5031,-46.8024,Osasco,SP
6382,-23.5481,-46.8412,Carapicuíba,SP
6342,-23.5836,-46.8235,Carapicuiba,SP
6396,-23.5313,-46.8537,Carapicuiba,SP
6332,-23.5453,-46.8286,Carapicuiba,SP
6385,-23.5491,-46.8435,Carapicuiba,SP
6384,-23.5412,-46.8477,Carapicuiba,SP
6386,-23.5327,-46.847,Carapicuiba,SP
6365,-23.548,-46.8486,Carapicuiba,SP
6395,-23.53,-46.8489,Carapicuiba,SP
6325,-23.5335,-46.8378,Carapicuiba,SP
6330,-23.5597,-46.8304,Carapicuiba,SP
6310,-23.5158,-46.8364,Carapicuiba,SP
6355,-23.5579,-46.8683,Carapicuiba,SP
6380,-23.5477,-46.8342,Carapicuiba,SP
6333,-23.5603,-46.8337,Carapicuiba,SP
6331,-23.5421,-46.8314,Carapicuiba,SP
6343,-23.5722,-46.8331,Carapicuiba,SP
6317,-23.5259,-46.845,Carapicuiba,SP
6315,-23.5273,-46.8387,Carapicuiba,SP
6320,-23.5202,-46.8373,Carapicuiba,SP
6326,-23.5281,-46.8272,Carapicuiba,SP
6321,-23.5422,-46.8276,Carapicuíba,SP
6345,-23.5766,-46.8371,Carapicuiba,SP
6390,-23.5392,-46.8453,Carapicuiba,SP
6362,-23.5512,-46.8378,Carapicuíba,SP
6361,-23.5437,-46.8564,Carapicuiba,SP
6341,-23.5724,-46.8165,Carapicuiba,SP
6327,-23.5349,-46.8212,Carapicuiba,SP
6311,-23.5216,-46.8471,Carapicuiba,SP
6364,-23.564,-46.8432,Carapicuiba,SP
6352,-23.5652,-46.8693,Carapicuiba,SP
6381,-23.5483,-46.8414,Carapicuiba,SP
6322,-23.5271,-46.8315,Carapicuiba,SP
6360,-23.5568,-46.8397,Carapicuiba,SP
6335,-23.5558,-46.8315,Carapicuiba,SP
6363,-23.5672,-46.8407,Carapicuiba,SP
6340,-23.5657,-46.8232,Carapicuiba,SP
6350,-23.5765,-46.8592,Carapicuiba,SP
6397,-23.5311,-46.8608,Carapicuiba,SP
6329,-23.543,-46.8238,Carapicuiba,SP
6394,-23.5252,-46.8575,Carapicuiba,SP
6328,-23.5553,-46.8559,Carapicuiba,SP
6351,-23.5733,-46.8627,Carapicuiba,SP
6334,-23.5444,-46.8301,Carapicuiba,SP
6387,-23.5513,-46.8351,Carapicuiba,SP
6379,-23.5348,-46.8597,Carapicuíba,SP
6455,-23.5025,-46.8556,Barueri,SP
6428,-23.4961,-46.9622,Barueri,SP
6449,-23.5428,-46.8663,Barueri,SP
6472,-23.4843,-46.849,Barueri,SP
6454,-23.4932,-46.8475,Barueri,SP
6405,-23.5022,-46.8979,Barueri,SP
6414,-23.4959,-46.8747,Barueri,SP
6401,-23.5092,-46.8867,Barueri,SP
6402,-23.5085,-46.8797,Barueri,SP
6412,-23.503,-46.8804,Barueri,SP
6448,-23.5454,-46.8773,Barueri,SP
6453,-23.4965,-46.8532,Barueri,SP
6413,-23.483,-46.8787,Barueri,SP
6417,-23.4873,-46.886,Barueri,SP
6407,-23.5006,-46.8923,Barueri,SP
6462,-23.4838,-46.8045,Barueri,SP
6433,-23.5316,-46.8856,Barueri,SP
6460,-23.5045,-46.845,Barueri,SP
6423,-23.4964,-46.9038,Barueri,SP
6447,-23.5479,-46.8842,Barueri,SP
6420,-23.5073,-46.8892,Barueri,SP
6458,-23.4947,-46.816,Barueri,SP
6422,-23.5185,-46.8945,Barueri,SP
6436,-23.5399,-46.8868,Barueri,SP
6465,-23.5074,-46.847,Barueri,SP
6470,-23.4972,-46.8592,Barueri,SP
6404,-23.5068,-46.8726,Barueri,SP
6440,-23.5105,-46.861,Barueri,SP
6421,-23.5096,-46.898,Barueri,SP
6416,-23.4876,-46.8956,Barueri,SP
6437,-23.542,-46.8882,Barueri,SP
6473,-23.4815,-46.8666,Barueri,SP
6410,-23.4999,-46.8653,Barueri,SP
6474,-23.491,-46.85,Barueri,SP
6409,-23.4918,-46.8963,Barueri,SP
6444,-23.5435,-46.8844,Barueri,SP
6429,-23.4918,-46.9473,Barueri,SP
6411,-23.5033,-46.8755,Barueri,SP
6471,-23.486,-46.8536,Barueri,SP
6435,-23.5274,-46.8857,Barueri,SP
6406,-23.5019,-46.8875,Barueri,SP
6408,-23.4966,-46.8864,Barueri,SP
6415,-23.4911,-46.8896,Barueri,SP
6485,-23.4833,-46.8475,Barueri,SP
6445,-23.5302,-46.8646,Barueri,SP
6434,-23.5356,-46.8831,Barueri,SP
6443,-23.5458,-46.865,Barueri,SP
6463,-23.5051,-46.8096,Barueri,SP
6442,-23.5188,-46.8608,Barueri,SP
6419,-23.4759,-46.8852,Barueri,SP
6418,-23.4829,-46.8865,Barueri,SP
6475,-23.4882,-46.8351,Barueri,SP
6424,-23.4959,-46.8747,Barueri,SP
6480,-23.488,-46.8555,Barueri,SP
6532,-23.4392,-46.8995,Santana De Parnaiba,SP
6542,-23.4795,-46.8642,Santana De Parnaiba,SP
6550,-23.4148,-46.9744,Pirapora Do Bom Jesus,SP
6501,-23.4404,-46.9249,Santana De Parnaiba,SP
6540,-23.46,-46.8797,Santana De Parnaiba,SP
6541,-23.4637,-46.8701,Santana De Parnaíba,SP
6502,-23.451,-46.9262,Santana De Parnaíba,SP
6535,-23.4269,-46.8516,Santana De Parnaiba,SP
6543,-23.4596,-46.8178,Santana De Parnaiba,SP
6544,-23.4637,-46.8679,Santana De Parnaiba,SP
6513,-23.4667,-46.9046,Santana De Parnaiba,SP
6520,-23.4728,-46.9781,Santana De Parnaiba,SP
6519,-23.4941,-46.9708,Santana De Parnaiba,SP
6530,-23.4115,-46.8787,Santana De Parnaiba,SP
6515,-23.4761,-46.8964,Santana De Parnaiba,SP
6516,-23.4798,-46.8906,Santana De Parnaiba,SP
6537,-23.4252,-46.8261,Santana De Parnaíba,SP
6503,-23.4581,-46.9312,Santana De Parnaiba,SP
6528,-23.4071,-46.8967,Santana De Parnaíba,SP
